vacancy_id,vacancy_name,city_name,rag_chunk,description_cleaned
127154867,Senior Computer Vision Engineer / Data Scientist,Москва,"Вакансия: Senior Computer Vision Engineer / Data Scientist. Город:  Москва. Опыт: От 3 до 6 лет. График: Удаленная работа. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: опыт работы роли data scientist 3_х лет. знание image classification anomaly detection оценка качества шва корректности наклейки. Обязанности: Возможность быть частью изменений, улучшений, запусков новых направлений. Знание Object Detection/Segmentation (поиск лотков, этикеток, швов). Знание OCR (распознавание текста...",aston аккредитованная аутсорсинговая it_компания работающая года. наш штат насчитывает специалистов. разрабатываем программное обеспечение it_решения сферах finance healthcare ecommerce iot media big data ml многом другом. предлагаем присоединиться роли data scientist заказчик это ведущий российский ритейлер который активно развивает онлайн_направление собственную логистику сохраняя лидерство продуктовом ритейле. почему это интересно возможность прокачать экспертизу быстроразвивающейся насыщенной области возможность частью изменений улучшений запусков новых направлений. ждём специалиста опыт работы роли data scientist 3_х лет знание object detection segmentation поиск лотков этикеток швов знание ocr распознавание текста дат этикетках знание image classification anomaly detection оценка качества шва корректности наклейки опыт работы видеопотоками например rtsp обработкой. предлагаем хорошая зарплата уровень обсуждается индивидуально доплаты менторство профактивности. развитие долгосрочные проекты российских заказчиков возможность менять направления прозрачная система performance review. комфорт свобода релокейт офисами выбор формата работы удалённо офис гибрид адаптация новых сотрудников. обучение доступ корпоративному порталу митапам конференциям гость спикер социальный пакет дмс стоматологией частичная компенсация спорта бесплатный английский оплачиваемый отпуск больничные. корпоративная жизнь тимбилдинги детские праздники внутренние мероприятия. наши офисы москва бц башня империя этаж санкт_петербург владимирский проспект д. этаж казань н. ершова ростов_на-дону текучева нижний новгород ул. новая коворкинг quot vmeste quot самара it парк монте роза откликайтесь готовы расти развиваться вместе командой aston наш рекрутер свяжется вами обсудить детали.
127151090,"Data Scientist в Speech Lab, Senior",Екатеринбург,"Вакансия: Data Scientist в Speech Lab, Senior. Город:  Екатеринбург. Опыт: Более 6 лет. График: Удаленная работа. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: широкая насмотренность опыт работы области обработки речи asr tts обработки естественного языка nlp знание алгоритмов динамическое программирование.... Обязанности: Разработка алгоритмов и моделей распознавания речи (обучение акустических моделей), в том числе для потокового распознавания. Работа с языковыми моделями. ",контур экосистема бизнеса. наши сервисы помогают каждой третьей компании россии делать рабочие процессы проще эффективнее вести бухгалтерию сдавать отчетность госорганы обмениваться документами бумаги общаться друг другом удаленке многое другое. нами жизнь млн предпринимателей сотрудников становится легче. центр искусственного интеллекта контуре помогает зарабатывать деньги счет технологий машинного обучения big data. например чат_бот сирена экономит около времени консультантов техподдержки чатах технология распознавания речи обрабатывает миллионы записей каждый год. команде центра ии работает человек специалисты data science разработчики аналитики данных devops_инженеры qa системные аналитики product- project_менеджеры. поддержки развития инструментов научной базы центре ии лаборатории каждая которых специализируется своей области машинного обучения cv speech nlp ml4se. ищем опытного коллегу speech_лабораторию. работа разнообразной проведения исследований передачи знаний прикладные команды публикации статей. задачи разработка алгоритмов моделей распознавания речи обучение акустических моделей числе потокового распознавания. работа языковыми моделями. cоздание модификация алгоритмов декодирования рескоринга. создание сопровождение программных компонентов. проведение экспериментальных исследований написание научных статей. создание датасетов обучения валидации разметки своя асессорская служба требования широкая насмотренность опыт работы области обработки речи asr tts обработки естественного языка nlp знание алгоритмов динамическое программирование алгоритмы графах. хорошая базовая математическая подготовка знание методов статистического анализа данных построения математических моделей. опыт реализации моделей описанных научных статьях. будут плюсами опыт работы triton inference server. наличие научных публикаций проектов github. кандидатская диссертация рассматриваемой смежных областях. предлагаем уровень дохода который зависит ваших технических знаний навыков. регулярно пересматриваем зарплаты учетом профессионального роста. финансовые бонусы есть. заботу вашем комфорте. можете работать удаленно гибридно офисе любом случае предоставим технику необходимое. душе работать офиса обеспечим удобным местом зонами отдыха кухней полезными перекусами. сильное инженерное комьюнити. регулярно проводим внутренние технические конференции обмениваемся опытом командами проводим дизайн_ревью экспертами разных технологиях. найдется кем посоветоваться. возможность сменить продукт команду предметную область внутри компании. поддерживаем развитие любом направлении. общение максимум горизонтальных связей коллективе быстрее договариваться решать рабочие задачи. возможность делиться экспертизой. помогаем выступить конференции поучаствовать подкасте видео написать статью. поддержку профессионального развития. организуем внутреннее внешнее обучение.
126072238,Data scientist Marketing (Middle/Middle+),Москва,"Вакансия: Data scientist Marketing (Middle/Middle+). Город:  Москва. Опыт: От 1 года до 3 лет. График: Удаленная работа. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: опыт 2х лет опыта ds. стек уверенный python продвинутый sql pyspark. классический ml хорошие знания алгоритмов.. Обязанности: Погружение: Разобраться в бизнес контексте, данных и инфраструктуре. Проанализировать имеющиеся данные, найти потенциальные проблемы для будущей модели. R&D: Опробовать...",основные направления моделей склонностные uplift эластичность классификация. помогаем бизнесу находить подходящих клиентов коммуникаций подбирать суммы вознаграждений советы клиентов. обязанности погружение разобраться бизнес контексте данных инфраструктуре. проанализировать имеющиеся данные найти потенциальные проблемы будущей модели. amp опробовать разные ml подходы классификация кластеризация uplift ранжирующие модели. сравнить имеющееся решение опробованные валидация проверить качество offline метриками mape wape auc pr uplift метрики др. убедиться статистически значимый прирост точности пилотирование задизайнить тест провести пилот проанализировать результаты сделать выводы итог вывести прод. написать статью отчёт сравнением методов. требования опыт 2х лет опыта ds стек уверенный python продвинутый sql pyspark. классический ml хорошие знания алгоритмов. бустинги деревья логистическая линейная регрессия кластеризация uplift ранжирующие модели плюс работа дисбалансом калибровка. математика аналитика теория вероятностей доверительные интервалы статистические тесты бутстрэп. soft skills самостоятельность общении бизнесом отладке кода. условия стабильную работу одном крупнейших банков страны сильное ds community большое разнообразие рабочих внерабочих активностей конкурентную заработную плату соцпакет условия роста развития т.ч. конференции тренинги внутренние программы развития дружный коллектив единомышленников специалисты занимающиеся машинным обучением объединены одним департаментом максимально плотного продуктивного обмена знаниями передовой стек технологий высокопроизводительное оборудование. возможность решать разнообразные прикладные задачи выводом промышленную эксплуатацию возможность существенно влиять результат т.ч. бизнес_смысле способы достижения вплоть внесения изменений архитектуру квартальный бонус результатам работы дмс страхование жизни корпоративное обучение
127145594,Data Scientist LLM,Москва,"Вакансия: Data Scientist LLM. Город:  Москва. Опыт: От 3 до 6 лет. График: Удаленная работа. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: высшее образование. опыт работы лет. промышленный опыт разработки внедрения классических моделей. знание классического ml алгоритмов.. Обязанности: Разрабатывать и внедрять новые сценарии анализа текстов (под новые типы документов). Улучшать стабильность и качество текущих сценариев анализа текстов, оптимизировать...",bell integrator крупный системный интегратор страны. являемся аккредитованной ит компанией. текущий момент нами работает высококлассных аналитиков руководителей проектов разработчиков тестировщиков специалистов сопровождению крупных информационных систем. bell integrator активно реализует проекты всей россии среди наших заказчиков ведущие системообразующие финансовые телеком ритейл компании страны. центральный офис bell integrator расположен москве представительства санкт_петербурге нижнем новгороде пензе саратове уфе барнауле минске беларусь обязанности первую очередь тебе предстоит развивать внутреннюю систему автоматического анализа текстовых документов применением больших языковых моделей разрабатывать внедрять новые сценарии анализа текстов новые типы документов улучшать стабильность качество текущих сценариев анализа текстов оптимизировать код применять llm успешного решения кейсов писать промпты разбираться тонкостях работы llm разрабатывать rag_пайплайны совместно командами de mlops мониторинга интегрировать сервисы промышленную среду требования высшее образование опыт работы лет промышленный опыт разработки внедрения классических моделей знание классического ml алгоритмов опыт применения понимание работы llm желание развиваться направлении уверенное владение ml_стеком python lightgbm xgboost catboost scikit_learn pandas numpy умение работать инструментами spark hadoop hive опыт области обработки естественного языка понимаете принцип работы nlp моделей контрибьют ml_библиотеки опыт full_stack разработки знание dl_алгоритмов опыт работы pytorch условия достойный уровень заработной платы итогам технического интервью работа аккредитованной it компании сотрудничество тк рф ип гпх дмс расширенные возможности стандартного социального пакета корпоративный абонемент фитнес курсы английского языка командная работа гибким методологиям реферальная система приведи друга получи бонус
127123519,Junior/Middle Data scientist NLP (валидация GenAI решений),Москва,"Вакансия: Junior/Middle Data scientist NLP (валидация GenAI решений). Город:  Москва. Опыт: От 1 года до 3 лет. График: Полный день. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: высшее образование области технических физико_математических наук. знание классического машинного обучения статистического анализа. знание алгоритмов структур данных.. Обязанности: Разбираться в архитектурах LLM, а также решениях на их основе (агенты, RAG и тд). Тестирование корректности моделей на корректность GenAI...",наша команда занимается оценкой управлением модельным риском. модельный риск возникает вследствие решений которые основаны неверных неправильно интерпретируемых моделях приводит финансовым репутационным потерям. валидируем модели сбера способные значимо повлиять финансовый результат разрабатываем автоматизируем методы валидации моделей различных классов. также строим систему отчетности управления модельным риском платформу онлайн_мониторинга автовалидации моделей. обязанности разбираться архитектурах llm также решениях основе агенты rag тд тестирование корректности моделей корректность genai решений исследовать подходы моделированию валидации различных genai решений определять методологию применять передовые технологии распространять наработки автоматизировать процесс валидации. требования высшее образование области технических физико_математических наук знание классического машинного обучения статистического анализа знание алгоритмов структур данных знание python библиотек анализа данных pytorch huggingface transformers знание pyspark sql опыт работы базами данных опыт модельной аналитики управления модельным стеком бизнес_процессе понимание принципов устройства обучения оценки качества больших лингвистических моделей llm генеративных трансформеров типа gpt навыки работы генеративными ai_моделями опыт создания ai_агентов использования работе преимуществом опыт использования gigachat kandinsky аналогов продуктах навыки создания использования ai_агентов инструментальное владение ai анализа генерации автоматизации. условия комфортный современный офис рядом м. волгоградский проспект гибридный формат работы годовая премия корпоративный спортзал зоны отдыха образовательных программ сберуниверситета профессионального карьерного развития регулярные митапы развитое ds_community расширенный дмс льготное страхование семьи корпоративная пенсионная программа гибкий дисконт ипотечному кредиту равный ключевой ставки цб бесплатная подписка сберпрайм скидки продукты компаний_партнеров вознаграждение рекомендацию друзей команду сбера.
127116597,Руководитель направления по исследованию данных (портал gosuslugi.ru),Москва,"Вакансия: Руководитель направления по исследованию данных (портал gosuslugi.ru). Город:  Москва. Опыт: От 3 до 6 лет. График: Удаленная работа. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: опыт работы лет направлении data science. глубокое понимание статистического анализа алгоритмов машинного обучения глубокого обучения.. Обязанности: Руководить командой <highlighttext>data</highlighttext> <highlighttext>scientists</highlighttext>, постановка целей и контроль исполнения проектов. Разрабатывать эффективные методы обработки и анализа данных для решения сложных...",ртлабс создаёт развивает масштабные цифровые сервисы госуслуг портал мобильные приложения социально значимые услуги системы электронного правительства. наша команда делает жизнь миллионов пользователей проще позволяет решать жизненные вопросы несколько кликов открыта позиция руководителя направления исследованию данных аналитическую платформу данных ищем опытного специалиста способного возглавить команду data science руководить проектами направленными разработку моделей машинного обучения анализа больших объемов данных будешь делать руководить командой data scientists постановка целей контроль исполнения проектов разрабатывать эффективные методы обработки анализа данных решения сложных проблем бизнеса проектировать архитектуру решений основе machine learning deep learning подготовливать рекомендаций руководству относительно внедрения технологий big data ai обеспечивать качество разрабатываемых моделей проводить мониторинг эффективности работы ждем высшее образование области математики статистики информатики смежных дисциплин опыт работы лет направлении data science глубокое понимание статистического анализа алгоритмов машинного обучения глубокого обучения отличные знания python sql spark других инструментов обработки данных умение эффективно управлять командой делегировать задачи навык презентации результатов исследований аналитики аудитории разного уровня подготовки. предлагаем работу социально значимыми проектами аккредитованной it компании официальное трудоустройство соответствии тк рф первого рабочего дня конкурентную заработную плату квартальные бонусы дмс стоматология международная страховка кафетерий льгот интересную программу внутреннего внешнего обучения
126108668,Senior ML engineer (классический ML) / Data scientist,Москва,"Вакансия: Senior ML engineer (классический ML) / Data scientist. Город:  Москва. Опыт: Более 6 лет. График: Удаленная работа. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: опыт работы алгоритмами ml тестирование валидация изучение метрик качества интерпретация. умение покрутить данные разными средствами sql pandas scikit_learn.... Обязанности: Общаться со спортивными экспертами, переносить их опыт на данные. Работать с полным ML-пайплайном — от данных до продакшн-сервисов. ",привет внедряем data_driven подход спортивную аналитику строим классические ml модели теоретико_вероятностные модели маленькая дружная команда нашими продуктами пользуются миллионы людей всему миру. ищем middle senior data scientist команду который сможет самостоятельно проходить путь идеи внедрения ml модели прод. обязанности общаться спортивными экспертами переносить опыт данные. работать полным ml_пайплайном данных продакшн_сервисов. имплементировать ml модели текущие теоретико_вероятностные модели. участвовать планировании b_тестирования моделей. искать новые методы решения задач статьях улучшать существующие решения. требования опыт работы алгоритмами ml тестирование валидация изучение метрик качества интерпретация. умение покрутить данные разными средствами sql pandas scikit_learn оконные функции операции массивами уверенные знания теории вероятностей математической статистики. знание численных методов решение систем уравнений поиски экстремумов. опыт деплоя вывода продакшн ml сервисов мониторинг качества. опыт работы git jenkins jira confluence. плюсом уметь работать fastapi flask. условия график работы гибким началом окончанием рабочего дня. возможен удаленный формат работы хочется офисной жизни хорошие офисы москве санкт_петербурге. оформление работу первого дня согласно тк рф.
122625450,Team Lead Data Scientist,Москва,Вакансия: Team Lead Data Scientist. Город:  Москва. Опыт: Более 6 лет. График: Полный день. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: опыт работы области data science machine learning менее лет. опыт управления командой 1_2 лет.. Обязанности: Запуск и развитие ML-направления в новом продукте. Разработка и внедрение моделей машинного обучения для: - категоризации файлов и почтовых писем. - ,технологическая компания которая активно развивает свои продукты двух различных доменах почтовый сервис облачное хранилище наша цель внедрить машинное обучение data_driven подходы улучшения наших решений. находимся этапе запуска ml_направления нуля амбициозные планы масштабированию. сотрудничаем ведущими экспертами числе командой крупнейшей технологической экосистемы рф позволяет нам оставаться передовой технологий учиться лучших. наших продуктов многомиллионная аудитория продолжаем развиваться. год экспериментов цель которых переосмыслить свое место рынке собрать новую стратегию развития. крупнейшая технологическая экосистема рф партнеров открывает нами огромные возможности gt клиентов gt поверхностей многомиллионной аудиторий gt партнеров каналов продаж приглашаем стать частью корпоративного стартапа одной стороны ресурсы возможность создавать продукты нового уровня самый надёжный партнер инвестор российского рынка. основные обязанности запуск развитие ml_направления новом продукте разработка внедрение моделей машинного обучения категоризации файлов почтовых писем поиска распознавания документов автоматизации ответов письма заданном стиле фиксации суммаризации важной информации работа большими объемами данных проектирование внедрение архитектуры хранения обработки данных находимся процессе выбора целевого хранилища взаимодействие cto техническими лидерами определения стратегии развития управление командой специалистов постановка задач контроль выполнения наставничество использование современных инструментов анализа данных стек ваше усмотрение требования опыт работы области data science machine learning менее лет опыт управления командой 1_2 лет глубокие знания области машинного обучения nlp анализа данных опыт работы большими объемами данных проектирования архитектуры хранения обработки опыт работы базами данных postgresql cassandra mongodb др. умение работать облачными платформами инструментами анализа данных навыки работы nlp_моделями текстовыми данными. предлагаем возможность запустить ml_направление нуля влиять стратегию развития компании работу передовыми технологиями экспертами включая сотрудничество командой партнера крупнейшей технологической экосистемой рф официальное трудоустройство современный офис даниловской мануфактуре собственный спортзал лиги героев также занятия футболом настольным теннисом боксом групповые тренировки здоровая спина дмс стоматологией офисный врач доплата больничный лист корпоративные скидки электронная библиотека издательства миф которую входят тыс. единиц контента бизнесу саморазвитию здоровому образу жизни другим актуальным темам бесплатная подписка сервисы партнеров насыщенная корпоративная жизнь.
125904994,Senior Data scientist (Дирекция риск-моделирования),Москва,"Вакансия: Senior Data scientist (Дирекция риск-моделирования). Город:  Москва. Опыт: От 3 до 6 лет. График: Полный день. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: высшее образование. опыт работы банке аналогичном направлении 3_х лет. опыт разработка внедрение поддержка скоринговых моделей.... Обязанности: Построение новых и обновление действующих предиктивных моделей для розничного сегмента: аппликативные PD для целей кредитного скоринга, поведенческие PD для xsell...",предстоит заниматься построение новых обновление действующих предиктивных моделей розничного сегмента аппликативные pd целей кредитного скоринга поведенческие pd xsell модели коллекшена антифрода дохода. развитие модельного ландшафта использования внутренних внешних источников данных развитие внутреннего feature store ускорения процесса разработки моделей участие командных проектах лидирование разработки части задач консультирование развитие младших сотрудников разработка поддержка аналитической отчетности работающим моделям наши ожидания высшее образование опыт работы банке аналогичном направлении 3_х лет опыт разработка внедрение поддержка скоринговых моделей розничного сегмента уверенное владение sql python опыт работы ключевыми библиотеками машинного обучения python предлагаем официальное трудоустройство тк рф первого дня работы отличные возможности карьерного профессионального роста график работы гибридный формат офис м. калужская шаговой доступности возможность получить премию успехи работе ежегодный отпуск больничный дмс хочешь стать частью команды уралсиба откликайся прямо наша вакансия тебе подойдет ищешь разработка скоринговых моделей pd модели разработка моделей моделирование
125380791,Data Scientist в AI Lab,Москва,"Вакансия: Data Scientist в AI Lab. Город:  Москва. Опыт: От 3 до 6 лет. График: Удаленная работа. Занятость: Полная занятость. Минимальная зарплата: 0.0.Максимальная зарплата: 0.0.Требования: понимаешь теорию ml глубокого обучения современные подходы nlp. обладаешь большим опытом разработки python. опыт обучения нейросетевых моделей.... Обязанности: Мы всегда погружаемся в бизнес-контекст, чтобы ясно понимать, зачем мы работаем над проектом. Наша работа строится на взаимодействии кросс...",ищем data scientist команду которая заниматься созданием новых развитием существующих продуктов использованием искусственного интеллекта генеративных моделей. имеешь опыт nlp bert gpt_like моделями дообучением llm помощью sft lora peft rlhf rag понимаешь строить production системы использованием этих технологий будем рады пообщаться тобой. почему круто погружаемся бизнес_контекст ясно понимать работаем проектом. наша работа строится взаимодействии кросс_функциональных команд способствует разработке качественных эффективных решений времени посвящаем улучшению инфраструктуры внедрению новых технологий драйв скорость внимательно следим рынком создаем продукты которые влияют развитие. предстоит заниматься участвовать полном цикле создания ai_продукта генерации гипотез анализа данных b_тестирования внедрения продакшн разрабатывать решения основе llm агенты rag llm workflows тестировать миллионах пользователей адаптировать llm prompt engineering fine_tuning задачи hrtech контролировать улучшать качество работы genai_решений этапах участвовать сборе датасетов создании бенчмарков разметке оценке llm. наш идеал понимаешь теорию ml глубокого обучения современные подходы nlp обладаешь большим опытом разработки python опыт обучения нейросетевых моделей кластере gpu понимаешь внедрять продакшен inhouse модели имеешь представление строить архитектуру вокруг сторонних llm решений обладаешь продуктовым мышлением. смотришь задачи призму помочь конечному пользователю любишь участвовать брейнштормах приносить новые идеи командный игрок умеешь выстраивать отношения людьми находишь убедительные аргументы конструктивно реагируешь аргументы коллег непрерывно совершенствуешь свои навыки делишься опытом. предлагаем удобный формат работы классный офис тебе хочется работать пределами проблем работу одной самых быстроразвивающихся ит компаний лидере индустрии дмс стоматологией первого месяца работы страхование жизни корпоративный сервис круглосуточной поддержкой юриста психолога финансового консультанта промокоды бонусы партнеров электронная корпоративная библиотека возможность профессионального развития обучение счет компании участие специализированных конференциях достойный уровень заработной платы.
